acc,COND,conf,COND2,lineup,cond__,effect1__,effect2__,estimate__,se__,lower__,upper__
0.7575757575757577,absent_serial_warning,0,NA,NA,1,0.7575757575757577,absent_serial_warning,7.858965403545151,0.42816254904751305,7.075947622631078,8.512566764443665
0.7575757575757577,present_sequential_no warning,0,NA,NA,1,0.7575757575757577,present_sequential_no warning,8.079445346525414,0.33694972723322,7.23922174716163,8.61060704712935
0.7575757575757577,present_sequential_warning,0,NA,NA,1,0.7575757575757577,present_sequential_warning,8.187328952707142,0.2636630073474627,7.531347557890784,8.670738202039907
0.7575757575757577,present_serial_no warning,0,NA,NA,1,0.7575757575757577,present_serial_no warning,8.020137093169478,0.3420492940713697,7.229308982847967,8.564516849449271
0.7575757575757577,present_serial_warning,0,NA,NA,1,0.7575757575757577,present_serial_warning,7.901651622207082,0.4109137412904038,7.082711578144771,8.549879978425345
0.7676767676767677,absent_sequential_no warning,0,NA,NA,1,0.7676767676767677,absent_sequential_no warning,8.080041949408532,0.2728676512793748,7.432967978305278,8.550860723092093
0.7676767676767677,absent_sequential_warning,0,NA,NA,1,0.7676767676767677,absent_sequential_warning,8.088474113809628,0.3319085122433063,7.22677867495931,8.624270246342524
0.7676767676767677,absent_serial_no warning,0,NA,NA,1,0.7676767676767677,absent_serial_no warning,8.050048666270552,0.3442416460415929,7.224406513758376,8.586725917746266
0.7676767676767677,absent_serial_warning,0,NA,NA,1,0.7676767676767677,absent_serial_warning,7.8602411296486405,0.4293225306535684,7.074795671948997,8.515472202842865
0.7676767676767677,present_sequential_no warning,0,NA,NA,1,0.7676767676767677,present_sequential_no warning,8.079656469564846,0.33776583360949247,7.237317674347262,8.611343201086509
0.7676767676767677,present_sequential_warning,0,NA,NA,1,0.7676767676767677,present_sequential_warning,8.188085040417985,0.26361439040044715,7.530823737763893,8.671702818335655
0.7676767676767677,present_serial_no warning,0,NA,NA,1,0.7676767676767677,present_serial_no warning,8.021598855118729,0.3427437479012573,7.22794616041529,8.567070354373815
0.7676767676767677,present_serial_warning,0,NA,NA,1,0.7676767676767677,present_serial_warning,7.9063511966169635,0.4109023947931286,7.084309892260704,8.552909586061453
0.7777777777777778,absent_sequential_no warning,0,NA,NA,1,0.7777777777777778,absent_sequential_no warning,8.081100806350033,0.2738744126116294,7.431501487988543,8.553144563662503
0.7777777777777778,absent_sequential_warning,0,NA,NA,1,0.7777777777777778,absent_sequential_warning,8.088957033823412,0.3326898839923036,7.224161826587424,8.625277071539852
0.7777777777777778,absent_serial_no warning,0,NA,NA,1,0.7777777777777778,absent_serial_no warning,8.051041177777236,0.3445390705076918,7.2228094041776565,8.589061987659623
0.7777777777777778,absent_serial_warning,0,NA,NA,1,0.7777777777777778,absent_serial_warning,7.861832234323188,0.43103623083632203,7.0740056801141185,8.517400195869767
0.7777777777777778,present_sequential_no warning,0,NA,NA,1,0.7777777777777778,present_sequential_no warning,8.079917529674313,0.33884394390407624,7.235559096278836,8.61247894211825
0.7777777777777778,present_sequential_warning,0,NA,NA,1,0.7777777777777778,present_sequential_warning,8.189078681891335,0.2637639374411809,7.531200248433678,8.672892775513759
0.7777777777777778,present_serial_no warning,0,NA,NA,1,0.7777777777777778,present_serial_no warning,8.023156676059525,0.3431070053665472,7.227937155776501,8.568579112109594
0.7777777777777778,present_serial_warning,0,NA,NA,1,0.7777777777777778,present_serial_warning,7.911301906044444,0.4108731770055539,7.086124274186241,8.55641296923978
0.787878787878788,absent_sequential_no warning,0,NA,NA,1,0.787878787878788,absent_sequential_no warning,8.08204815050556,0.274464729482125,7.428482274858579,8.555991784860474
0.787878787878788,absent_sequential_warning,0,NA,NA,1,0.787878787878788,absent_sequential_warning,8.090002453983097,0.33313926794725984,7.221919788922551,8.626237257612319
0.787878787878788,absent_serial_no warning,0,NA,NA,1,0.787878787878788,absent_serial_no warning,8.052307073736959,0.3448717960750606,7.220428684833823,8.591322127843943
0.787878787878788,absent_serial_warning,0,NA,NA,1,0.787878787878788,absent_serial_warning,7.862654807678688,0.43206186822254083,7.072466784441969,8.519848211483618
0.787878787878788,present_sequential_no warning,0,NA,NA,1,0.787878787878788,present_sequential_no warning,8.080779398204117,0.3390490947987397,7.234030967954626,8.61434055988776
0.787878787878788,present_sequential_warning,0,NA,NA,1,0.787878787878788,present_sequential_warning,8.18972649526283,0.26394903712372536,7.531012197215203,8.674429625272754
